,PUBCHEM_SUBSTANCE_ID,PUBCHEM_EXT_DATASOURCE_REGID,smiles,smiles2
1144,354334682,B5485,CCCCC(CC)Cc1ccc(-c2c3ccsc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1,CCCCC(CC)Cc1ccc(-c2c3ccsc3c(-c3ccc(CC(CC)CCCC)s3)c3ccsc23)s1
1145,354334681,T3517,C=C[Si](C)(C)O[Si](O[Si](C)(C)C=C)(O[Si](C)(C)C=C)O[Si](C)(C)C=C,C=C[Si](C)(C)O[Si](O[Si](C)(C)C=C)(O[Si](C)(C)C=C)O[Si](C)(C)C=C
1146,354334680,M2981,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,CCC[N+]1(C)CCCCC1
1147,354334679,B5321,Brc1cccc(-c2ccc(I)cc2)c1,Brc1cccc(-c2ccc(I)cc2)c1
1148,354334678,D5162,C=C1N(C)c2ccc3ccccc3c2C1(C)C,C=C1N(C)c2ccc3ccccc3c2C1(C)C
1149,354334677,D5163,Cc1[nH]c2ccc3ccccc3c2c1C,Cc1[nH]c2ccc3ccccc3c2c1C
1150,354334676,F1054,O=C1C=CC(=O)N1c1ccc(F)cc1,O=C1C=CC(=O)N1c1ccc(F)cc1
1151,354334675,M2784,Cn1cccc1C#N,Cn1cccc1C#N
1152,354334674,T3171,OCCCn1cc(CN(Cc2cn(CCCO)nn2)Cc2cn(CCCO)nn2)nn1,OCCCn1cc(CN(Cc2cn(CCCO)nn2)Cc2cn(CCCO)nn2)nn1
1153,354334673,D4682,Cc1noc(C)c1C=O,Cc1noc(C)c1C=O
1154,354334672,D5186,COc1cc(CC#N)cc(OC)c1,COc1cc(CC#N)cc(OC)c1
1155,354334671,T3458,CC1=Nc2ccc(C)cc2C1(C)C,CC1=Nc2ccc(C)cc2C1(C)C
1156,354334670,C3373,Nc1ccc([N+](=O)[O-])c(Cl)c1,Nc1ccc([N+](=O)[O-])c(Cl)c1
1157,354334669,B5100,CCn1cc(Br)cn1,CCn1cc(Br)cn1
1158,354334668,D5019,COc1cc(Br)c(Br)cc1OC,COc1cc(Br)c(Br)cc1OC
1159,354334667,C3173,Clc1nc(-c2ccccc2)c2ccccc2n1,Clc1nc(-c2ccccc2)c2ccccc2n1
1161,354334665,T3410,COc1ccc(-c2coc3cc(OC)c(OC)cc3c2=O)cc1,COc1ccc(-c2coc3cc(OC)c(OC)cc3c2=O)cc1
1162,354334664,B4109,Brc1ccccc1-n1c2ccccc2c2ccccc21,Brc1ccccc1-n1c2ccccc2c2ccccc21
1163,354334663,A3013,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1
1164,354334662,B5344,Cl.O=C(OCc1ccccc1)[C@@H]1C[C@@H]2CCC[C@@H]2N1,O=C(OCc1ccccc1)[C@@H]1C[C@@H]2CCC[C@@H]2N1
1165,354334661,D5116,ClCCCCCCCCCCl,ClCCCCCCCCCCl
1166,354334660,D5264,C=C[Si](C)(C)O[Si](O[Si](C)(C)C=C)(O[Si](C)(C)C=C)c1ccccc1,C=C[Si](C)(C)O[Si](O[Si](C)(C)C=C)(O[Si](C)(C)C=C)c1ccccc1
1167,354334659,N1086,O=C(O)c1cccc(C(=O)O)c1[N+](=O)[O-],O=C(O)c1cccc(C(=O)O)c1[N+](=O)[O-]
1168,354334658,P2505,c1cnc(-n2ccc3ccccc32)nc1,c1cnc(-n2ccc3ccccc32)nc1
1169,354334657,B5449,FC(F)(F)c1ccc(-c2ccc(C(F)(F)F)cn2)nc1,FC(F)(F)c1ccc(-c2ccc(C(F)(F)F)cn2)nc1
1170,354334656,N1103,O=C(O)c1cccnc1,O=C(O)c1cccnc1
1171,354334655,M2869,CNCc1cccc(C#N)c1,CNCc1cccc(C#N)c1
1172,354334654,M2888,COc1ccc2cccc(CC(=O)O)c2c1,COc1ccc2cccc(CC(=O)O)c2c1
1173,354334653,M2873,COC(=O)c1ccc(OC)c([N+](=O)[O-])c1,COC(=O)c1ccc(OC)c([N+](=O)[O-])c1
1174,354334652,C2932,O=[N+]([O-])c1cc(Cl)ccc1I,O=[N+]([O-])c1cc(Cl)ccc1I
1175,354334651,B5328,O=C1NCc2cc(Br)ccc21,O=C1NCc2cc(Br)ccc21
1176,354334650,D5014,COP(OC)c1ccccc1,COP(OC)c1ccccc1
1177,354334649,D5102,CC(=O)c1cc(C(C)=O)c(O)cc1O,CC(=O)c1cc(C(C)=O)c(O)cc1O
1178,354334648,T3540,C[C@H](NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,C[C@H](NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1
1179,354334647,D5272,CN1CCCN(C)C1=O.F,CN1CCCN(C)C1=O
1180,354334646,I1000,CC(C)OC(=O)c1cccc(B(O)O)c1,CC(C)OC(=O)c1cccc(B(O)O)c1
1181,354334645,D4908,Cc1cc2c(cc1C)C(=O)CCC2,Cc1cc2c(cc1C)C(=O)CCC2
1182,354334644,E1202,CCOC(=O)c1ncc(C(F)(F)F)cc1Cl,CCOC(=O)c1ncc(C(F)(F)F)cc1Cl
1183,354334643,D5083,CCCOc1ccc(B(O)O)c(F)c1F,CCCOc1ccc(B(O)O)c(F)c1F
1184,354334642,C2971,Clc1cnccc1I,Clc1cnccc1I
1185,354334641,G0502,[C],[C]
1186,354334640,G0501,[C],[C]
1187,354334639,G0500,[C],[C]
1189,354334637,B5605,Brc1ccc2c(c1)c1cc(Br)ccc1n2Cc1ccccc1Cn1c2ccc(Br)cc2c2cc(Br)ccc21,Brc1ccc2c(c1)c1cc(Br)ccc1n2Cc1ccccc1Cn1c2ccc(Br)cc2c2cc(Br)ccc21
1190,354334636,M2980,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,CCC[N+]1(C)CCCC1
1191,354334635,S0997,CCCCCCCCCCCCCC(=O)ON1C(=O)CCC1=O,CCCCCCCCCCCCCC(=O)ON1C(=O)CCC1=O
1192,354334634,E1269,O=C(CCS)OCCOC(=O)CCS,O=C(CCS)OCCOC(=O)CCS
1193,354334633,T3593,C[Si](C)(C)C(F)(F)C(F)(F)C(F)(F)F,C[Si](C)(C)C(F)(F)C(F)(F)C(F)(F)F
1194,354334632,C3400,c1cc(C2CCCCC2)cs1,c1cc(C2CCCCC2)cs1
1195,354334631,H1254,C[n+]1ccn(CCO)c1.[Cl-],C[n+]1ccn(CCO)c1
1196,354334630,B5571,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[n+]1ccccc1
1197,354334629,H1633,CCCCCCn1cc[n+](C)c1.[I-],CCCCCCn1cc[n+](C)c1
1198,354334628,M3029,CC(=O)NC1C(Oc2ccc3c(C)cc(=O)oc3c2)OC(CO)C(O)C1O,CC(=O)NC1C(Oc2ccc3c(C)cc(=O)oc3c2)OC(CO)C(O)C1O
1199,354334627,D5348,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,Cn1cc[n+](C)c1
1200,354334626,F1166,CCC[C@@H](C(=O)O)N(C)C(=O)OCC1c2ccccc2-c2ccccc21,CCC[C@@H](C(=O)O)N(C)C(=O)OCC1c2ccccc2-c2ccccc21
1201,354334625,Z0038,[Cl-].[Cl-].[Zn+2],[Zn+2]
1202,354334624,M3028,Cc1cc(=O)oc2cc(OC3OC(CO)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)ccc12,Cc1cc(=O)oc2cc(OC3OC(CO)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)ccc12
1203,354334623,D5247,Brc1cc(C2CCCCC2)c(Br)s1,Brc1cc(C2CCCCC2)c(Br)s1
1204,354334622,B5453,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,CCCC[N+]1(C)CCCC1
1205,354334621,C3446,Br.Br.N=C(NCc1ccc(Cl)cc1)SCCCc1cnc[nH]1,N=C(NCc1ccc(Cl)cc1)SCCCc1cnc[nH]1
1206,354334620,C3345,N[C@H](CCCCNC(=O)OCc1ccccc1)C(=O)O,N[C@H](CCCCNC(=O)OCc1ccccc1)C(=O)O
1207,354334619,B5254,Cc1cc(C)nc(Br)c1,Cc1cc(C)nc(Br)c1
1208,354334618,M2885,CCCCCc1ccc(-c2ccc(C)cc2)cc1,CCCCCc1ccc(-c2ccc(C)cc2)cc1
1209,354334617,T3582,Cc1ccc(B2OC(C)(C)C(C)(C)O2)o1,Cc1ccc(B2OC(C)(C)C(C)(C)O2)o1
1210,354334616,F1125,N#Cc1cccc(C(F)(F)F)c1F,N#Cc1cccc(C(F)(F)F)c1F
1211,354334615,C3431,C[Si](C)(C)[Si](C)(C)Cl,C[Si](C)(C)[Si](C)(C)Cl
1212,354334614,D5328,CO[Si](C)(CCC(F)(F)F)OC,CO[Si](C)(CCC(F)(F)F)OC
1213,354334613,B5499,CC(C)(C)[Si](C)(C)O,CC(C)(C)[Si](C)(C)O
1214,354334612,B5457,N#Cc1ccc(-c2ccc(Br)s2)s1,N#Cc1ccc(-c2ccc(Br)s2)s1
1215,354334611,D5263,C[Si](C)O[Si](C)(O[Si](C)C)O[Si](C)C,C[Si](C)O[Si](C)(O[Si](C)C)O[Si](C)C
1216,354334610,M2943,COc1cc(B(O)O)cc(C(F)(F)F)c1,COc1cc(B(O)O)cc(C(F)(F)F)c1
1217,354334609,D5165,CN(C)Cc1ccccc1B(O)O,CN(C)Cc1ccccc1B(O)O
1218,354334608,M2847,C[C@@H]1COCCN1.Cl,C[C@@H]1COCCN1
1219,354334607,D5332,c1ccc(C2(c3ccccc3)c3ccccc3Nc3ccccc32)cc1,c1ccc(C2(c3ccccc3)c3ccccc3Nc3ccccc32)cc1
1220,354334606,D5070,COc1cc2nccc(Oc3ccc(N)cc3)c2cc1OC,COc1cc2nccc(Oc3ccc(N)cc3)c2cc1OC
1221,354334605,C3434,C=C[Si](C)(Cl)c1ccccc1,C=C[Si](C)(Cl)c1ccccc1
1222,354334604,B5523,Brc1ccc2ccsc2c1,Brc1ccc2ccsc2c1
1223,354334603,I0993,Cc1ccc(I)cc1[N+](=O)[O-],Cc1ccc(I)cc1[N+](=O)[O-]
1224,354334602,M2905,COC(=O)c1ccc(C(F)(F)F)cc1N,COC(=O)c1ccc(C(F)(F)F)cc1N
1225,354334601,M3002,COc1cc(C)c(C=O)c(C)c1C,COc1cc(C)c(C=O)c(C)c1C
1226,354334600,M2955,C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O
1227,354334599,B5461,Brc1ccc2c(c1)c1ccccc1n2Cc1ccccc1,Brc1ccc2c(c1)c1ccccc1n2Cc1ccccc1
1228,354334598,B5472,O=C(c1ccccc1)n1c2ccc(Br)cc2c2cc(Br)ccc21,O=C(c1ccccc1)n1c2ccc(Br)cc2c2cc(Br)ccc21
1229,354334597,B5459,O=P(c1ccccc1)(c1ccccc1)c1ccc(Br)cc1,O=P(c1ccccc1)(c1ccccc1)c1ccc(Br)cc1
1230,354334596,M2998,COCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,COCC[N+]1(C)CCCC1
1231,354334595,R0188,O=C(O)c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3.[O-][Cl+3]([O-])([O-])[O-],O=C(O)c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3
1232,354334594,P2458,O=C(O)c1cccc(P(=O)(O)O)c1,O=C(O)c1cccc(P(=O)(O)O)c1
1233,354334593,P2459,O=C(O)c1ccc(P(=O)(O)O)cc1,O=C(O)c1ccc(P(=O)(O)O)cc1
1234,354334592,T3399,CC1(C)OB(c2cccc(-c3ccncc3)c2)OC1(C)C,CC1(C)OB(c2cccc(-c3ccncc3)c2)OC1(C)C
1235,354334591,D4938,FC(F)Sc1ccccc1,FC(F)Sc1ccccc1
1236,354334590,B5276,Fc1ccc([I+]c2ccc(F)cc2)cc1.O=S(=O)([O-])C(F)(F)F,Fc1ccc([I+]c2ccc(F)cc2)cc1
1237,354334589,A1827,CCCCC[C@H]1CC[C@H](c2ccc(O)cc2)CC1,CCCCC[C@H]1CC[C@H](c2ccc(O)cc2)CC1
1238,354334588,E1237,CCOCC(=O)OCC,CCOCC(=O)OCC
1239,354334587,C3425,I.NCC1CCCCC1,NCC1CCCCC1
1240,354334586,O0484,CCCCCCCCN.Cl,CCCCCCCCN
1241,354334585,D5251,C1CN2CCN1CC2.Cl.Cl,C1CN2CCN1CC2
1242,354334584,P2491,C1CNCCN1.Cl.Cl,C1CNCCN1
1243,354334583,P2490,Br.Br.C1CNCCN1,C1CNCCN1
1244,354334582,P2492,C1CNCCN1.I.I,C1CNCCN1
1245,354334581,P2485,C1CCNC1.Cl,C1CCNC1
1246,354334580,P2484,Br.C1CCNC1,C1CCNC1
1247,354334579,P2486,C1CCNC1.I,C1CCNC1
1248,354334578,O0442,Br.CCCCCCCCN,CCCCCCCCN
1249,354334577,P2502,Br.CCCN,CCCN
1250,354334576,I1041,Br.CC(C)N,CC(C)N
1251,354334575,M3023,Cc1cc(=O)oc2cc(O[C@H]3OC(CO)[C@@H](O)C(O)[C@H]3O)ccc12,Cc1cc(=O)oc2cc(O[C@H]3OC(CO)[C@@H](O)C(O)[C@H]3O)ccc12
1252,354334574,D5232,C1CCC2C(C1)OC1CCCCC12,C1CCC2C(C1)OC1CCCCC12
1253,354334573,D5036,COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1,COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1
1254,354334572,T3622,COc1cc(OC)c([I+]c2ccc(C(F)(F)F)cc2)c(OC)c1.Cc1ccc(S(=O)(=O)[O-])cc1,COc1cc(OC)c([I+]c2ccc(C(F)(F)F)cc2)c(OC)c1
1255,354334571,D4994,C[C@H](c1ccccc1)N([C@H](C)c1ccccc1)p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,C[C@H](c1ccccc1)N([C@H](C)c1ccccc1)p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1
1256,354334570,D4995,C[C@@H](c1ccccc1)N([C@@H](C)c1ccccc1)p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,C[C@@H](c1ccccc1)N([C@@H](C)c1ccccc1)p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1
1257,354334569,D4993,CN(C)p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,CN(C)p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1
1258,354334568,D4992,CN(C)p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,CN(C)p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1
1259,354334567,B5601,c1ccc(-c2ccccc2OCC2CO2)cc1,c1ccc(-c2ccccc2OCC2CO2)cc1
1260,354334566,B5177,Nc1c(Br)cccc1C(=O)O,Nc1c(Br)cccc1C(=O)O
1261,354334565,F1050,O=C(O)C1COCCN1C(=O)OCC1c2ccccc2-c2ccccc21,O=C(O)C1COCCN1C(=O)OCC1c2ccccc2-c2ccccc21
1262,354334564,B5176,CC(C)(C)OC(=O)N1OCC[C@H]1C(=O)O,CC(C)(C)OC(=O)N1OCC[C@H]1C(=O)O
1263,354334563,P2210,CCCc1ccc(-n2c(-c3cccs3)ccc2-c2cccs2)cc1,CCCc1ccc(-n2c(-c3cccs3)ccc2-c2cccs2)cc1
1264,354334562,T3355,C=Cc1ccc(C(F)(F)F)cc1,C=Cc1ccc(C(F)(F)F)cc1
1265,354334561,L0302,[Li+].c1ccc([P-]c2ccccc2)cc1,c1ccc([P-]c2ccccc2)cc1
1266,354334560,D5267,C[Si](C)(Cl)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)Cl,C[Si](C)(Cl)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)Cl
1267,354334559,C3396,N#Cc1cc(C(=O)O)ccn1,N#Cc1cc(C(=O)O)ccn1
1268,354334558,C3415,CCCCCC[Si](C)(C)Cl,CCCCCC[Si](C)(C)Cl
1269,354334557,M2953,Cc1cc(C(=O)O)on1,Cc1cc(C(=O)O)on1
1270,354334556,M2479,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12.Cl,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
1271,354334555,B5518,O=C(c1ccccc1)c1ccccc1NC(=O)[C@H]1CCCN1Cc1ccccc1,O=C(c1ccccc1)c1ccccc1NC(=O)[C@H]1CCCN1Cc1ccccc1
1272,354334554,F1163,CN(CC(=O)O)C(=O)OCC1c2ccccc2-c2ccccc21,CN(CC(=O)O)C(=O)OCC1c2ccccc2-c2ccccc21
1273,354334553,B5496,CCN(CC)[Si](C)(C)N(CC)CC,CCN(CC)[Si](C)(C)N(CC)CC
1274,354334552,T3549,C=CC[Si](C)(CC=C)CC=C,C=CC[Si](C)(CC=C)CC=C
1275,354334551,T3552,CCC(=O)O[Si](C)(C)C,CCC(=O)O[Si](C)(C)C
1276,354334550,D5240,CCCCCCCCCCc1cccs1,CCCCCCCCCCc1cccs1
1277,354334549,D5065,c1ccc2c(-c3c4ccccc4c(-c4cccc5ccccc45)c4ccccc34)cccc2c1,c1ccc2c(-c3c4ccccc4c(-c4cccc5ccccc45)c4ccccc34)cccc2c1
1278,354334548,D5066,c1ccc2cc(-c3c4ccccc4c(-c4ccc5ccccc5c4)c4ccccc34)ccc2c1,c1ccc2cc(-c3c4ccccc4c(-c4ccc5ccccc5c4)c4ccccc34)ccc2c1
1279,354334547,B5216,CC(C)(C)OC(=O)[C@@H]1CCC(=O)N1C(=O)OC(C)(C)C,CC(C)(C)OC(=O)[C@@H]1CCC(=O)N1C(=O)OC(C)(C)C
1280,354334546,F1160,OB(O)c1ccncc1F,OB(O)c1ccncc1F
1281,354334545,F1167,CN(C(=O)OCC1c2ccccc2-c2ccccc21)[C@@H](Cc1ccccc1)C(=O)O,CN(C(=O)OCC1c2ccccc2-c2ccccc21)[C@@H](Cc1ccccc1)C(=O)O
1282,354334544,T3550,C=CC[Si](CC=C)(CC=C)c1ccccc1,C=CC[Si](CC=C)(CC=C)c1ccccc1
1283,354334543,B5458,N#CC(C#N)=Cc1ccc(-c2ccc(Br)s2)s1,N#CC(C#N)=Cc1ccc(-c2ccc(Br)s2)s1
1284,354334542,B5158,CC(=O)c1ccc(O)c(Br)c1,CC(=O)c1ccc(O)c(Br)c1
1285,354334541,M2841,[Na+].[O-][n+]1ccccc1[S-],[O-][n+]1ccccc1[S-]
1286,354334540,E0775,CCn1cc[n+](C)c1.O=[N+]([O-])[O-],CCn1cc[n+](C)c1
1287,354334539,V0150,C=Cc1ccncc1,C=Cc1ccncc1
1288,354334538,P2509,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],O=S(=O)(F)[N-]S(=O)(=O)F
1289,354334537,P2546,C=C(C)C(=O)OCc1c(F)c(F)c(F)c(F)c1F,C=C(C)C(=O)OCc1c(F)c(F)c(F)c(F)c1F
1290,354334536,T3520,C[Si](C)(C)O[Si](O[Si](C)(C)C)O[Si](C)(C)C,C[Si](C)(C)O[Si](O[Si](C)(C)C)O[Si](C)(C)C
1291,354334535,B5324,CC(C)(C)NC(=O)N[C@H](C(=O)O)C(C)(C)C,CC(C)(C)NC(=O)N[C@H](C(=O)O)C(C)(C)C
1292,354334534,E1242,CCOC(=O)Cc1cccc(O)c1,CCOC(=O)Cc1cccc(O)c1
1293,354334533,A2963,Cl.NC1=NCCC1,NC1=NCCC1
1294,354334532,D5237,CCC[N+](C)(CC)CC.O=S(=O)(F)[N-]S(=O)(=O)F,CCC[N+](C)(CC)CC
1295,354334531,T3534,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC
1296,354334530,P2510,c1ccc(-c2cccc3c2sc2ccccc23)cc1,c1ccc(-c2cccc3c2sc2ccccc23)cc1
1297,354334529,B5416,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
1298,354334528,P2403,CC#Cc1cncc(B(O)O)c1,CC#Cc1cncc(B(O)O)c1
1299,354334527,O0473,Cc1ccc(S(=O)(=O)OC2COC2)cc1,Cc1ccc(S(=O)(=O)OC2COC2)cc1
1300,354334526,M2979,COC(=O)c1cccc(N)c1N,COC(=O)c1cccc(N)c1N
1301,354334525,B5333,O=[N+]([O-])c1cc(Br)cc(C(F)(F)F)c1,O=[N+]([O-])c1cc(Br)cc(C(F)(F)F)c1
1302,354334524,B4967,O=c1c(Br)coc2ccc(Cl)cc12,O=c1c(Br)coc2ccc(Cl)cc12
1303,354334523,C3448,O=C1O/C(=C\c2ccc(Cl)cc2)c2ccccc21,O=C1O/C(=C\c2ccc(Cl)cc2)c2ccccc21
1304,354334522,O0489,N#C[C-](C#N)C#N.[Na+],N#C[C-](C#N)C#N
1305,354334521,D5271,CC1(C)OB(c2ccc(-c3nc(-c4ccccc4)nc(-c4ccccc4)n3)cc2)OC1(C)C,CC1(C)OB(c2ccc(-c3nc(-c4ccccc4)nc(-c4ccccc4)n3)cc2)OC1(C)C
1306,354334520,D5154,O=C1C2C3c4ccccc4C(c4c3sc3c4sc4cc5ccccc5cc43)C2C(=O)N1c1ccccc1,O=C1C2C3c4ccccc4C(c4c3sc3c4sc4cc5ccccc5cc43)C2C(=O)N1c1ccccc1
1307,354334519,D5113,O=C(c1cc(Cl)cc(Cl)c1)C(F)(F)F,O=C(c1cc(Cl)cc(Cl)c1)C(F)(F)F
1308,354334518,D5153,O=C1C2C3c4ccccc4C(c4c3sc3c4sc4cc5ccccc5cc43)C2C(=O)N1c1ccccc1,O=C1C2C3c4ccccc4C(c4c3sc3c4sc4cc5ccccc5cc43)C2C(=O)N1c1ccccc1
1309,354334517,B4932,OCc1nc(-c2ccccc2)[nH]c1CO,OCc1nc(-c2ccccc2)[nH]c1CO
1310,354334516,B5245,FC(F)(F)c1cccc(CCBr)c1,FC(F)(F)c1cccc(CCBr)c1
1311,354334515,B5157,CC1(C)c2cc(B3OC(C)(C)C(C)(C)O3)ccc2-c2ccc(B3OC(C)(C)C(C)(C)O3)cc21,CC1(C)c2cc(B3OC(C)(C)C(C)(C)O3)ccc2-c2ccc(B3OC(C)(C)C(C)(C)O3)cc21
1312,354334514,B5450,Brc1cccc2c1ccc1cc3ccccc3cc12,Brc1cccc2c1ccc1cc3ccccc3cc12
1313,354334513,B5451,Brc1ccc2c(c1)oc1ccccc12,Brc1ccc2c(c1)oc1ccccc12
1314,354334512,B5432,CCCCC(CC)CN1C(=O)C2=C(c3cccs3)N(CC(CC)CCCC)C(=O)C2=C1c1cccs1,CCCCC(CC)CN1C(=O)C2=C(c3cccs3)N(CC(CC)CCCC)C(=O)C2=C1c1cccs1
1315,354334511,D5261,Fc1cc(Br)cc(F)c1Br,Fc1cc(Br)cc(F)c1Br
1316,354334510,G0497,C=CC(=O)OCC1CO1,C=CC(=O)OCC1CO1
1317,354334509,E1229,CCc1cc(F)cc(F)c1,CCc1cc(F)cc(F)c1
1318,354334508,D5123,CCN(CC)C(=O)c1ccccc1,CCN(CC)C(=O)c1ccccc1
1319,354334507,E1216,CCOc1c(C)cc(B(O)O)cc1C,CCOc1c(C)cc(B(O)O)cc1C
1320,354334506,N1055,O=C1OCc2ccc([N+](=O)[O-])cc21,O=C1OCc2ccc([N+](=O)[O-])cc21
1321,354334505,M2904,CC1CCC(=O)C1=O,CC1CCC(=O)C1=O
1322,354334504,T3524,CCCC[Si](Cl)(CCCC)CCCC,CCCC[Si](Cl)(CCCC)CCCC
1323,354334503,D5330,CC(C)(C)c1ccc(N(c2ccc(Br)cc2)c2ccc(Br)cc2)cc1,CC(C)(C)c1ccc(N(c2ccc(Br)cc2)c2ccc(Br)cc2)cc1
1324,354334502,B5517,COc1ccc2c(c1)[nH]c1cc(Br)ccc12,COc1ccc2c(c1)[nH]c1cc(Br)ccc12
1325,354334501,B5407,CCCCCCCCCCCCc1ccc(Br)s1,CCCCCCCCCCCCc1ccc(Br)s1
1326,354334500,D4874,CCCCCCCCCCCCc1cccs1,CCCCCCCCCCCCc1cccs1
1327,354334499,B5521,O=C1c2ccccc2-c2c(Br)cccc21,O=C1c2ccccc2-c2c(Br)cccc21
1328,354334498,D5294,CC(=O)OCC1OC(OC(C)=O)C(OCc2ccccc2)C(OCc2ccccc2)C1OCc1ccccc1,CC(=O)OCC1OC(OC(C)=O)C(OCc2ccccc2)C(OCc2ccccc2)C1OCc1ccccc1
1329,354334497,T3512,CC1(C)OB(c2ccc3c(c2)CC(=O)N3)OC1(C)C,CC1(C)OB(c2ccc3c(c2)CC(=O)N3)OC1(C)C
1330,354334496,F1129,CC[C@H](C)[C@@H](C(=O)O)N(C)C(=O)OCC1c2ccccc2-c2ccccc21,CC[C@H](C)[C@@H](C(=O)O)N(C)C(=O)OCC1c2ccccc2-c2ccccc21
1331,354334495,P2521,CC(=O)OCC1OC(Sc2ccccc2)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,CC(=O)OCC1OC(Sc2ccccc2)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
1332,354334494,M3037,CCCCCn1cc[n+](C)c1.[Br-],CCCCCn1cc[n+](C)c1
1333,354334493,B5460,Brc1ccc2c3ccccc3n(Cc3ccccc3)c2c1,Brc1ccc2c3ccccc3n(Cc3ccccc3)c2c1
1334,354334492,B5462,Brc1ccc2c3ccc(Br)cc3n(Cc3ccccc3)c2c1,Brc1ccc2c3ccc(Br)cc3n(Cc3ccccc3)c2c1
1335,354334491,F1124,O=S(=O)(Cl)c1ccc(F)cc1C(F)(F)F,O=S(=O)(Cl)c1ccc(F)cc1C(F)(F)F
1336,354334490,D4899,Oc1cnc(Cl)c(Cl)c1,Oc1cnc(Cl)c(Cl)c1
1337,354334489,B4127,CC(C)(C)OC(=O)N1[C@@H](c2ccccc2)[C@H](C(=O)O)OC1(C)C,CC(C)(C)OC(=O)N1[C@@H](c2ccccc2)[C@H](C(=O)O)OC1(C)C
1338,354334488,D5061,Clc1ccc(I)c(Cl)n1,Clc1ccc(I)c(Cl)n1
1339,354334487,D5160,Oc1c(Br)cc(Br)cc1/C=N/[C@H](c1ccccc1)[C@@H](c1ccccc1)N1Cc2ccccc2C1,Oc1c(Br)cc(Br)cc1/C=N/[C@H](c1ccccc1)[C@@H](c1ccccc1)N1Cc2ccccc2C1
1340,354334486,A3058,Nc1ncnc(Cl)c1Cl,Nc1ncnc(Cl)c1Cl
1341,354334485,C3315,CCOc1cc2ncc(C#N)c(Cl)c2cc1NC(C)=O,CCOc1cc2ncc(C#N)c(Cl)c2cc1NC(C)=O
1342,354334484,T3544,Nc1nnc(N)s1,Nc1nnc(N)s1
1343,354334483,M3005,Cc1cnc2c3ccccc3c3ccccc3c2n1,Cc1cnc2c3ccccc3c3ccccc3c2n1
1344,354334482,B5396,O=Cc1sc(Br)c2c1OCCO2,O=Cc1sc(Br)c2c1OCCO2
